Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
alternative  nonfinancial Experimental Leading Recession Index-2 (XRI-2).
Data are monthly


Last Updated:  3/31/04

     date          XRI        XLI       XCI       XRI-C     XLI-2     XRI-2
     1972:08       0.01       8.3      117.8       0.01     8.2       0.04 
     1972:09       0.01       8.9      118.8       0.01     9.7       0.03 
     1972:10       0.01       9.8      120.2       0.01     9.3       0.04 
     1972:11       0.01       9.1      121.5       0.01     7.0       0.06 
     1972:12       0.01      10.9      122.6       0.01     8.3       0.05 
     1973:01       0.01       9.1      123.2       0.01     7.8       0.06 
     1973:02       0.03       6.9      124.4       0.01     7.0       0.06 
     1973:03       0.08       4.7      124.6       0.01     4.3       0.10 
     1973:04       0.11       3.2      124.5       0.04     2.4       0.15 
     1973:05       0.09       3.7      124.9       0.02     3.0       0.13 
     1973:06       0.26       2.7      125.0       0.03     4.5       0.08 
     1973:07       0.70      -0.9      125.6       0.01     3.0       0.14 
     1973:08       0.85      -2.1      125.2       0.11     3.0       0.17 
     1973:09       0.66      -1.7      125.7       0.02     2.5       0.21 
     1973:10       0.40      -1.8      126.5       0.01    -0.5       0.39 
     1973:11       0.33      -2.5      127.6       0.01     0.7       0.35 
     1973:12       0.21      -1.6      127.4       0.04    -0.1       0.41 
     1974:01       0.11       0.2      126.8       0.28     0.0       0.41 
     1974:02       0.17       1.5      126.3       0.58     0.8       0.34 
     1974:03       0.45       1.7      126.2       0.43     2.4       0.22 
     1974:04       0.88      -1.2      125.5       0.84     0.2       0.35 
     1974:05       0.96      -3.5      126.2       0.17     0.2       0.36 
     1974:06       1.00      -8.3      126.3       0.17     0.3       0.36 
     1974:07       0.99      -8.7      126.4       0.17    -1.1       0.47 
     1974:08       0.99     -11.2      125.5       0.69    -2.5       0.59 
     1974:09       0.96     -10.7      125.2       0.69    -3.5       0.57 
     1974:10       0.90      -9.0      124.7       0.85    -3.7       0.52 
     1974:11       0.97     -10.7      122.3       0.99    -5.3       0.52 
     1974:12       0.84      -6.4      119.5       0.99    -4.6       0.43 
     1975:01       0.82      -5.8      118.4       0.99    -4.5       0.48 
     1975:02       0.80      -5.5      116.8       0.99    -4.3       0.43 
     1975:03       0.70      -3.2      115.7       0.99    -1.2       0.37 
     1975:04       0.27      -0.3      115.5       0.90     2.9       0.21 
     1975:05       0.04       2.9      115.6       0.70     3.7       0.20 
     1975:06       0.02       4.0      116.2       0.25     3.6       0.19 
     1975:07       0.01       5.8      116.8       0.03     5.0       0.17 
     1975:08       0.01       5.4      117.9       0.01     4.2       0.21 
     1975:09       0.01       5.2      118.8       0.01     3.2       0.23 
     1975:10       0.01       5.6      119.1       0.01     2.4       0.24 
     1975:11       0.01       5.7      119.4       0.01     1.6       0.25 
     1975:12       0.01       6.2      120.3       0.01     1.8       0.25 
     1976:01       0.01       6.5      122.0       0.01     3.5       0.20 
     1976:02       0.01       6.4      123.1       0.01     3.0       0.23 
     1976:03       0.01       6.2      123.3       0.01     2.6       0.24 
     1976:04       0.01       6.6      123.9       0.01     2.4       0.27 
     1976:05       0.01       5.5      124.1       0.01     1.3       0.28 
     1976:06       0.01       4.9      124.3       0.02     1.7       0.26 
     1976:07       0.01       6.7      124.7       0.01     2.0       0.22 
     1976:08       0.01       7.2      125.0       0.01     2.9       0.17 
     1976:09       0.01       8.2      125.4       0.01     4.7       0.10 
     1976:10       0.01       7.0      125.4       0.03     3.4       0.14 
     1976:11       0.01       7.4      126.7       0.01     4.9       0.10 
     1976:12       0.01       7.7      127.8       0.01     5.4       0.11 
     1977:01       0.01       6.4      127.2       0.10     3.1       0.19 
     1977:02       0.01       7.9      128.7       0.01     5.3       0.13 
     1977:03       0.01       8.6      129.9       0.01     5.0       0.09 
     1977:04       0.01       8.6      130.9       0.01     5.7       0.09 
     1977:05       0.01       7.7      131.6       0.01     5.5       0.10 
     1977:06       0.01       7.9      132.2       0.01     5.9       0.08 
     1977:07       0.01       6.5      132.7       0.01     4.8       0.10 
     1977:08       0.01       6.3      133.0       0.01     5.2       0.08 
     1977:09       0.02       6.2      133.6       0.01     4.7       0.10 
     1977:10       0.02       6.2      134.5       0.01     4.5       0.08 
     1977:11       0.02       6.8      135.0       0.01     6.3       0.07 
     1977:12       0.02       7.0      135.3       0.01     6.4       0.07 
     1978:01       0.05       5.3      133.7       0.33     3.4       0.13 
     1978:02       0.05       5.3      134.5       0.04     3.8       0.14 
     1978:03       0.04       5.5      136.4       0.01     4.9       0.10 
     1978:04       0.03       6.8      139.3       0.01     7.6       0.06 
     1978:05       0.05       4.9      139.9       0.01     6.4       0.10 
     1978:06       0.04       5.4      140.8       0.01     7.2       0.06 
     1978:07       0.13       3.5      140.7       0.03     3.6       0.12 
     1978:08       0.16       2.7      141.1       0.01     2.0       0.15 
     1978:09       0.20       2.8      141.3       0.02     3.3       0.11 
     1978:10       0.28       3.1      142.2       0.01     5.6       0.09 
     1978:11       0.20       3.3      143.2       0.01     6.7       0.09 
     1978:12       0.12       3.8      144.0       0.01     5.5       0.10 
     1979:01       0.33       0.3      143.3       0.10     0.1       0.35 
     1979:02       0.27       0.5      143.6       0.04    -0.1       0.32 
     1979:03       0.05       4.5      144.6       0.01     4.1       0.13 
     1979:04       0.07       3.9      142.7       0.36     2.8       0.22 
     1979:05       0.07       4.4      143.9       0.03     3.6       0.17 
     1979:06       0.10       3.7      144.3       0.02     2.6       0.18 
     1979:07       0.28       1.8      144.5       0.03     0.8       0.24 
     1979:08       0.62      -0.0      144.3       0.14     1.8       0.20 
     1979:09       0.82      -0.8      144.0       0.21     3.3       0.14 
     1979:10       0.95      -3.7      144.2       0.09     2.4       0.19 
     1979:11       0.96      -5.3      144.3       0.09     0.3       0.31 
     1979:12       0.91      -5.2      144.5       0.06    -1.0       0.33 
     1980:01       0.89      -3.7      144.9       0.03     0.7       0.24 
     1980:02       0.99      -4.5      144.6       0.12     0.2       0.29 
     1980:03       0.99      -8.6      143.7       0.54    -2.8       0.47 
     1980:04       0.66      -6.0      141.5       0.99    -4.9       0.59 
     1980:05       0.57      -4.4      139.3       0.99    -6.1       0.54 
     1980:06       0.34      -0.9      138.2       0.99    -1.3       0.33 
     1980:07       0.31       2.2      137.7       0.97     3.9       0.15 
     1980:08       0.32       2.2      138.5       0.38     6.6       0.09 
     1980:09       0.28       3.0      140.2       0.07     8.4       0.07 
     1980:10       0.56       0.7      142.1       0.01     6.9       0.13 
     1980:11       0.90      -2.1      143.6       0.01     4.2       0.17 
     1980:12       0.75      -2.3      144.1       0.01     1.7       0.27 
     1981:01       0.50      -0.9      143.9       0.07    -0.8       0.38 
     1981:02       0.34      -0.2      143.3       0.23    -1.2       0.42 
     1981:03       0.33       0.6      143.4       0.11    -0.0       0.36 
     1981:04       0.73      -1.3      142.6       0.51     0.4       0.32 
     1981:05       0.69      -2.5      143.1       0.11     1.3       0.29 
     1981:06       0.85      -3.8      143.6       0.04    -1.0       0.47 
     1981:07       0.89      -5.2      144.3       0.01    -1.6       0.48 
     1981:08       0.90      -5.8      144.1       0.05    -1.8       0.48 
     1981:09       0.83      -4.4      142.7       0.56    -2.3       0.50 
     1981:10       0.63      -3.6      142.1       0.83    -3.9       0.58 
     1981:11       0.52      -2.5      141.4       0.95    -3.5       0.58 
     1981:12       0.55      -2.1      140.3       0.99    -2.1       0.52 
     1982:01       0.74      -2.3      137.8       0.99    -2.3       0.54 
     1982:02       0.43      -0.9      139.7       0.24     0.4       0.42 
     1982:03       0.42      -2.0      139.7       0.45     0.1       0.39 
     1982:04       0.46      -2.5      139.6       0.67     0.1       0.40 
     1982:05       0.61      -2.0      139.2       0.73     0.4       0.40 
     1982:06       0.64      -2.2      138.7       0.86    -1.1       0.47 
     1982:07       0.27      -0.2      137.9       0.94    -1.0       0.44 
     1982:08       0.54      -2.3      136.8       0.99    -2.8       0.56 
     1982:09       0.26      -1.7      136.4       0.92    -1.1       0.47 
     1982:10       0.08       1.3      135.4       0.98    -0.4       0.41 
     1982:11       0.07       1.9      135.1       0.92     1.7       0.30 
     1982:12       0.01       5.0      134.9       0.86     4.3       0.16 
     1983:01       0.01       6.9      136.6       0.13     6.5       0.11 
     1983:02       0.01       7.0      136.1       0.70     5.5       0.13 
     1983:03       0.01       7.3      137.1       0.05     4.6       0.16 
     1983:04       0.01       7.9      138.4       0.01     4.5       0.16 
     1983:05       0.01       8.9      139.4       0.01     4.9       0.12 
     1983:06       0.01       8.9      140.2       0.01     7.7       0.10 
     1983:07       0.01       8.5      141.7       0.01     6.7       0.11 
     1983:08       0.01       6.2      142.0       0.01     4.7       0.16 
     1983:09       0.01       5.2      143.7       0.01     2.6       0.22 
     1983:10       0.01       7.0      145.1       0.01     4.2       0.14 
     1983:11       0.01       7.1      145.9       0.01     5.6       0.15 
     1983:12       0.01       7.1      147.3       0.01     4.3       0.16 
     1984:01       0.01       8.6      149.1       0.01     6.1       0.11 
     1984:02       0.01       9.4      149.9       0.01     7.0       0.07 
     1984:03       0.01       7.7      150.3       0.01     5.0       0.14 
     1984:04       0.01       6.3      151.6       0.01     3.9       0.13 
     1984:05       0.03       4.9      152.2       0.01     4.0       0.14 
     1984:06       0.02       4.4      152.8       0.01     4.0       0.12 
     1984:07       0.03       3.1      153.3       0.01     1.7       0.23 
     1984:08       0.02       2.0      153.6       0.01     0.8       0.26 
     1984:09       0.02       2.5      153.7       0.03     0.3       0.26 
     1984:10       0.02       2.6      153.6       0.06     1.2       0.21 
     1984:11       0.01       5.5      154.3       0.02     4.1       0.11 
     1984:12       0.01       6.3      154.8       0.01     4.0       0.12 
     1985:01       0.01       6.7      154.7       0.05     4.8       0.12 
     1985:02       0.01       6.9      154.8       0.04     3.6       0.14 
     1985:03       0.01       5.8      155.4       0.02     3.6       0.11 
     1985:04       0.01       5.6      155.6       0.03     3.4       0.11 
     1985:05       0.01       5.2      156.2       0.01     3.9       0.09 
     1985:06       0.01       6.1      156.2       0.04     4.4       0.08 
     1985:07       0.01       5.6      155.6       0.20     3.9       0.10 
     1985:08       0.01       5.5      156.5       0.03     5.3       0.07 
     1985:09       0.01       6.4      157.0       0.02     6.6       0.05 
     1985:10       0.03       4.9      157.1       0.03     4.3       0.09 
     1985:11       0.06       3.6      157.4       0.02     2.9       0.10 
     1985:12       0.04       4.5      158.1       0.01     4.8       0.07 
     1986:01       0.04       4.8      158.7       0.01     5.4       0.06 
     1986:02       0.09       3.2      158.2       0.10     4.0       0.09 
     1986:03       0.05       4.1      158.1       0.12     4.3       0.09 
     1986:04       0.04       4.4      159.0       0.02     5.4       0.06 
     1986:05       0.16       2.4      158.9       0.05     4.2       0.09 
     1986:06       0.28       1.3      158.7       0.12     3.2       0.10 
     1986:07       0.12       2.6      159.1       0.05     4.1       0.09 
     1986:08       0.05       3.6      159.3       0.05     3.4       0.11 
     1986:09       0.05       3.1      160.3       0.01     3.6       0.11 
     1986:10       0.08       2.4      160.4       0.02     3.9       0.12 
     1986:11       0.10       1.7      160.9       0.01     3.3       0.14 
     1986:12       0.03       4.3      161.8       0.01     6.8       0.06 
     1987:01       0.09       3.2      161.1       0.11     2.4       0.15 
     1987:02       0.12       3.0      163.1       0.01     2.7       0.12 
     1987:03       0.15       2.4      163.4       0.01     3.8       0.10 
     1987:04       0.36       0.7      163.4       0.03     4.4       0.11 
     1987:05       0.39      -0.0      164.2       0.01     3.3       0.14 
     1987:06       0.15       1.1      165.0       0.01     4.3       0.13 
     1987:07       0.06       1.9      165.8       0.01     3.8       0.15 
     1987:08       0.13       0.8      166.5       0.01     3.0       0.16 
     1987:09       0.46      -0.9      166.1       0.05     3.3       0.16 
     1987:10       0.34      -0.2      167.8       0.01     2.9       0.18 
     1987:11       0.40      -0.7      168.6       0.01     2.6       0.17 
     1987:12       0.17       0.3      169.6       0.01     2.3       0.20 
     1988:01       0.14       0.3      169.2       0.05    -0.2       0.30 
     1988:02       0.03       2.3      170.2       0.01     3.2       0.15 
     1988:03       0.03       3.1      171.0       0.01     4.6       0.11 
     1988:04       0.05       2.6      171.9       0.01     3.7       0.15 
     1988:05       0.07       2.7      171.9       0.03     2.4       0.17 
     1988:06       0.05       2.9      172.2       0.02     4.2       0.16 
     1988:07       0.10       1.2      172.7       0.02     2.1       0.21 
     1988:08       0.09       1.0      172.9       0.02     2.5       0.18 
     1988:09       0.10       1.4      173.0       0.04     2.2       0.18 
     1988:10       0.07       2.7      174.1       0.01     2.8       0.13 
     1988:11       0.13       2.9      174.4       0.01     3.9       0.10 
     1988:12       0.14       2.6      175.5       0.01     4.3       0.11 
     1989:01       0.13       2.5      176.4       0.01     4.1       0.13 
     1989:02       0.19       0.6      175.9       0.08     2.2       0.20 
     1989:03       0.24      -0.2      175.9       0.07     0.2       0.31 
     1989:04       0.10       1.5      176.4       0.04     1.2       0.20 
     1989:05       0.09       2.2      175.6       0.25     2.9       0.17 
     1989:06       0.09       1.9      175.4       0.27     1.4       0.22 
     1989:07       0.19       1.3      174.5       0.71     0.3       0.28 
     1989:08       0.19       1.1      175.6       0.09     2.8       0.15 
     1989:09       0.25       0.7      175.5       0.19     2.3       0.16 
     1989:10       0.13       2.1      175.8       0.11     3.1       0.13 
     1989:11       0.10       2.6      176.6       0.02     4.3       0.11 
     1989:12       0.05       4.1      176.9       0.02     4.2       0.10 
     1990:01       0.03       6.5      176.3       0.16     7.7       0.05 
     1990:02       0.10       3.8      177.4       0.02     3.5       0.16 
     1990:03       0.15       0.9      178.0       0.01    -0.8       0.31 
     1990:04       0.24      -0.3      177.3       0.13    -1.9       0.37 
     1990:05       0.23      -0.3      177.7       0.06    -0.4       0.31 
     1990:06       0.13       1.0      178.3       0.02    -0.1       0.27 
     1990:07       0.12       2.0      178.3       0.04     0.8       0.24 
     1990:08       0.17       2.0      178.4       0.06     1.8       0.21 
     1990:09       0.41       0.4      177.7       0.30    -0.3       0.32 
     1990:10       0.48      -0.3      176.4       0.79    -0.5       0.35 
     1990:11       0.52      -0.7      175.1       0.98    -1.1       0.40 
     1990:12       0.45      -0.9      174.4       0.94    -2.0       0.48 
     1991:01       0.40      -1.1      173.3       0.98    -1.8       0.49 
     1991:02       0.31      -0.6      172.7       0.96    -0.6       0.41 
     1991:03       0.19       0.4      172.3       0.90     0.7       0.36 
     1991:04       0.14       0.2      172.7       0.53     1.3       0.31 
     1991:05       0.07       1.2      173.5       0.17     1.8       0.26 
     1991:06       0.06       1.6      174.3       0.02     0.8       0.29 
     1991:07       0.03       2.4      174.5       0.04     2.6       0.24 
     1991:08       0.03       2.7      174.6       0.04     1.0       0.26 
     1991:09       0.04       2.4      175.2       0.01     1.1       0.25 
     1991:10       0.06       2.1      175.0       0.08     1.5       0.25 
     1991:11       0.08       2.2      174.9       0.09     0.2       0.31 
     1991:12       0.03       4.0      174.3       0.29     1.8       0.23 
     1992:01       0.01       4.8      174.3       0.24     2.6       0.22 
     1992:02       0.01       4.9      175.4       0.04     3.1       0.19 
     1992:03       0.01       3.2      176.0       0.01     2.6       0.23 
     1992:04       0.01       2.9      176.9       0.01     2.6       0.21 
     1992:05       0.02       2.4      177.1       0.01     1.2       0.24 
     1992:06       0.02       2.7      177.3       0.03     1.9       0.21 
     1992:07       0.02       3.6      178.0       0.01     2.2       0.20 
     1992:08       0.03       3.3      177.2       0.14     0.2       0.29 
     1992:09       0.01       4.4      177.9       0.03     2.5       0.22 
     1992:10       0.01       4.0      178.7       0.01     2.6       0.22 
     1992:11       0.01       2.8      179.3       0.01     1.8       0.25 
     1992:12       0.01       3.4      181.2       0.01     4.2       0.17 
     1993:01       0.01       3.5      180.4       0.14     2.6       0.20 
     1993:02       0.01       3.8      180.6       0.08     2.2       0.21 
     1993:03       0.04       2.3      180.3       0.19     0.9       0.28 
     1993:04       0.04       2.6      181.4       0.03     0.9       0.24 
     1993:05       0.04       3.0      181.7       0.03     1.1       0.23 
     1993:06       0.03       3.3      182.3       0.02     2.9       0.20 
     1993:07       0.02       3.8      182.4       0.03     2.8       0.19 
     1993:08       0.02       3.9      182.5       0.05     3.3       0.16 
     1993:09       0.02       4.2      183.3       0.01     4.7       0.13 
     1993:10       0.02       4.4      184.2       0.01     4.0       0.14 
     1993:11       0.01       4.5      184.9       0.01     4.8       0.13 
     1993:12       0.01       5.5      186.9       0.01     5.5       0.11 
     1994:01       0.01       4.8      185.9       0.13     2.5       0.18 
     1994:02       0.01       5.0      186.2       0.07     1.2       0.25 
     1994:03       0.02       5.3      188.2       0.01     3.2       0.16 
     1994:04       0.04       4.5      189.3       0.01     4.5       0.12 
     1994:05       0.08       3.3      190.3       0.01     4.2       0.13 
     1994:06       0.08       3.0      190.9       0.01     3.8       0.14 
     1994:07       0.08       2.6      191.3       0.01     2.1       0.17 
     1994:08       0.05       3.1      192.3       0.01     3.9       0.14 
     1994:09       0.05       3.6      192.8       0.01     3.0       0.14 
     1994:10       0.06       3.3      194.1       0.01     3.4       0.15 
     1994:11       0.17       1.8      194.8       0.01     3.8       0.16 
     1994:12       0.09       2.3      196.3       0.01     4.1       0.14 
     1995:01       0.07       2.1      197.1       0.01     3.1       0.18 
     1995:02       0.08       1.8      197.1       0.03     1.3       0.22 
     1995:03       0.11       2.1      196.8       0.06     0.8       0.23 
     1995:04       0.10       3.1      196.4       0.15     1.3       0.21 
     1995:05       0.09       3.3      196.5       0.11     2.5       0.20 
     1995:06       0.05       3.8      197.4       0.03     1.9       0.19 
